City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
242,Coos Bay,US,2020-06-22 23:39:38,43.37,-124.22,87.01,64,1,21.92
243,Doha,QA,2020-06-22 23:33:01,25.29,51.53,89.6,40,5,10.29
244,Bucerias,MX,2020-06-22 23:39:39,20.75,-105.33,87.8,66,5,13.87
245,Papara,BR,2020-06-22 23:39:39,-3.98,-38.73,82.4,69,62,8.05
246,Pemba,MZ,2020-06-22 23:39:39,-12.97,40.52,71.6,94,90,11.41
247,Topolobampo,MX,2020-06-22 23:39:40,25.6,-109.05,99.0,43,5,17.22
248,Kaseda,JP,2020-06-22 23:39:40,31.42,130.32,71.6,78,0,2.24
249,Berlevag,NO,2020-06-22 23:36:38,70.86,29.09,37.4,86,75,10.29
250,Clyde River,CA,2020-06-22 23:37:08,70.47,-68.59,41.0,93,90,11.41
251,Severo-Kurilsk,RU,2020-06-22 23:37:08,50.68,156.12,50.52,77,92,11.14
252,Qunduz,AF,2020-06-22 23:39:41,36.73,68.86,88.3,12,71,7.72
253,Ust-Kan,RU,2020-06-22 23:39:41,50.93,84.76,50.85,71,0,2.77
254,Tessalit,ML,2020-06-22 23:39:41,20.2,1.01,92.79,9,12,12.1
255,Riwaka,NZ,2020-06-22 23:39:41,-41.08,173.0,55.99,81,0,1.01
256,Sao Sebastiao,BR,2020-06-22 23:39:42,-23.76,-45.41,71.56,65,11,3.24
257,Pokhara,NP,2020-06-22 23:37:57,28.23,83.98,72.9,85,98,0.83
258,Ponta Delgada,PT,2020-06-22 23:37:22,37.73,-25.67,66.2,93,20,9.17
259,Okhotsk,RU,2020-06-22 23:39:42,59.38,143.3,46.49,90,99,8.37
260,Tingi,TZ,2020-06-22 23:39:43,-11.3,35.03,53.87,89,1,3.44
261,Man,CI,2020-06-22 23:39:43,7.41,-7.55,72.3,95,94,2.89
262,Tera,NE,2020-06-22 23:39:43,14.01,0.75,92.53,34,55,18.01
263,Shelopugino,RU,2020-06-22 23:39:43,51.65,117.56,60.93,66,100,9.24
264,Santiago,CL,2020-06-22 23:35:24,-33.46,-70.65,46.4,93,90,9.17
265,Provideniya,RU,2020-06-22 23:36:13,64.38,-173.3,44.6,81,90,4.47
266,Upernavik,GL,2020-06-22 23:36:32,72.79,-56.15,39.78,72,48,9.31
267,Faanui,PF,2020-06-22 23:36:21,-16.48,-151.75,77.27,75,11,20.13
268,Ostrovnoy,RU,2020-06-22 23:39:45,68.05,39.51,39.25,80,94,17.98
269,Guerrero Negro,MX,2020-06-22 23:32:49,27.98,-114.06,70.25,67,17,18.99
270,Petropavlovsk-Kamchatskiy,RU,2020-06-22 23:39:45,53.05,158.65,71.6,49,47,4.47
271,Ahar,IR,2020-06-22 23:39:46,38.48,47.07,58.89,66,0,0.89
272,Atar,MR,2020-06-22 23:39:46,20.52,-13.05,98.65,11,0,15.97
273,Zwedru,LR,2020-06-22 23:39:46,6.07,-8.13,71.01,98,99,2.06
274,Umm Kaddadah,SD,2020-06-22 23:39:46,13.6,26.69,90.16,24,32,7.09
275,Warsaw,PL,2020-06-22 23:39:05,52.23,21.01,64.0,88,75,13.87
276,Rapid City,US,2020-06-22 23:35:42,44.08,-103.23,75.2,47,40,12.75
277,Zapotiltic,MX,2020-06-22 23:39:47,19.62,-103.43,80.6,74,75,11.41
278,Urucara,BR,2020-06-22 23:36:55,-2.54,-57.76,74.59,96,89,4.0
279,Zaltan,LY,2020-06-22 23:39:48,32.95,11.87,69.24,72,0,1.88
280,Bacalar,MX,2020-06-22 23:39:48,18.67,-88.38,87.8,70,40,12.75
281,Ducheng,CN,2020-06-22 23:39:48,23.24,111.53,82.22,86,93,3.11
282,Garissa,KE,2020-06-22 23:39:48,-0.45,39.64,76.66,74,64,20.29
283,Banda Aceh,ID,2020-06-22 23:39:49,5.56,95.32,77.16,85,100,15.1
284,Nanortalik,GL,2020-06-22 23:36:37,60.14,-45.24,44.28,76,0,7.38
285,Alto Araguaia,BR,2020-06-22 23:39:49,-17.31,-53.22,66.27,55,0,4.03
286,Timmins,CA,2020-06-22 23:39:49,48.47,-81.33,77.0,57,75,2.24
287,Olafsvik,IS,2020-06-22 23:36:19,64.89,-23.71,48.11,83,100,10.04
288,Bandundu,CD,2020-06-22 23:39:50,-3.32,17.37,76.46,51,60,2.95
289,Port Lincoln,AU,2020-06-22 23:37:19,-34.73,135.87,55.38,73,70,5.03
290,Qeshm,IR,2020-06-22 23:39:50,26.96,56.27,87.8,84,0,13.87
291,Umm Lajj,SA,2020-06-22 23:37:53,25.02,37.27,86.45,32,0,8.77
292,Telfs,AT,2020-06-22 23:39:51,47.3,11.07,57.2,87,20,2.24
293,Wamba,NG,2020-06-22 23:39:51,8.93,8.6,70.72,94,73,0.58
294,Kysyl-Syr,RU,2020-06-22 23:39:51,63.9,122.76,73.71,47,26,3.49
295,Hauge,NO,2020-06-22 23:39:51,58.34,6.28,59.0,70,90,3.6
296,Padang,ID,2020-06-22 23:39:52,-0.95,100.35,76.05,85,100,3.09
297,Porbandar,IN,2020-06-22 23:35:10,21.64,69.61,84.36,81,88,10.74
298,Port Blair,IN,2020-06-22 23:37:47,11.67,92.75,82.08,80,39,8.21
299,Lata,PT,2020-06-22 23:39:52,40.16,-8.33,64.99,92,0,2.06
300,Puerto Palomas,MX,2020-06-22 23:39:53,31.77,-107.62,100.4,6,1,14.99
301,Westport,US,2020-06-22 23:35:07,41.14,-73.36,82.4,58,1,9.17
302,Xuddur,SO,2020-06-22 23:39:53,4.12,43.89,73.78,73,68,20.83
303,Alice Springs,AU,2020-06-22 23:36:50,-23.7,133.88,41.0,54,0,4.7
